,label,tweet
17546,sadness,"Saya teman-teman, itu adalah perasaan yang berjalan di bawah semua yang dia lakukan, setiap kata bodoh yang dia katakan dan hal bodoh yang dia lakukan tetapi yang terburuk ketika dia bersama Rukia"
17547,sadness,"Saya tembikar di sekitar flat satu tempat tidur saya, saya merasa sedikit lebih seperti versi Bridget Jones yang tidak menguntungkan"
17548,sadness,Saya tenggelam kembali ke dalam perasaan ditolak dan juga bertanya-tanya apa yang bisa saya lakukan secara berbeda
17549,sadness,Saya terakhir memposting ke blog saya merasa agak seperti ibu yang lalai
17550,sadness,Saya terbangun dengan perasaan agak sengsara
17551,sadness,Saya terbangun dengan perasaan lebih putus asa daripada yang saya alami dalam waktu yang sangat lama
17552,sadness,"Saya terbangun dengan perasaan lesu dan dehidrasi dari akhir pekan yang mencakup klub striptis, menangani sepak bola, jam pesta minuman keras dan pertandingan hoki, jadi saya memutuskan untuk tidak pergi bekerja"
17553,sadness,"Saya terbangun dengan perasaan sakit kepala yang buruk, sakit tenggorokan, kemacetan, tetapi tenang secara emosional"
17554,sadness,Saya terbangun dengan perasaan sangat terganggu
17555,sadness,Saya terbangun merasakan sakit di hati saya
17556,sadness,Saya terbangun satu jam setelah merasa grogi
17557,sadness,Saya terbangun sekitar pagi atau keesokan harinya berderak di tempat tidur karena saya merasakan sakit kepala yang mengerikan begitu menyakitkan sehingga saya terbangun dari tidur saya
17558,sadness,Saya terbiasa dikecewakan dan merasa ditolak oleh pria
17559,sadness,Saya terbiasa merasa kosong bahwa saya tidak tahu seperti apa rasanya kebahagiaan
17560,sadness,"Saya terburu-buru di sini di sana dan di mana-mana oleh keluarga atau teman-teman saya, saya sering merasa sangat lelah dan lelah"
17561,sadness,Saya terdengar sangat berhak tetapi Anda tidak bisa tidak merasa kecewa meskipun Anda sudah tahu Anda akan menjadi
17562,sadness,Saya terganggu adalah bahwa dia mungkin mengubah perasaannya begitu dia kembali ke kami dan membuat saya patah hati
17563,sadness,"Saya terhambat oleh perasaan tidak dicintai, itu hanya berakhir membuat saya merasa layak untuk cinta yang dihujani kepada saya, bagaimana saya bisa merasakan cinta dan sukacita jika saya merasa jauh di dalam diri saya tidak layak"
17564,sadness,Saya terikat pada pikiran saya di kelas karena dalam hidup saya tidak bisa melakukan saya merasa malu dan takut berada dalam diri saya sendiri
17565,sadness,Saya terkadang merasa cukup terisolasi karena kami tinggal di daerah regional jadi saya sering berpikir
17566,sadness,Saya terkadang merasa kurang percaya diri
17567,sadness,Saya terkadang merasa malu bahwa saya hanya peduli dengan Bangsa Imagi saya
17568,sadness,Saya terkejut membaca bahwa saya sama rentannya jatuh di bawah mantra romansa Dessen tetapi bagian lain dari novel itu terasa seperti kehilangan kesempatan
17569,sadness,"Saya terkejut tidak ada yang merasa tertekan, disalahartikan atau tersinggung olehnya"
17570,sadness,"Saya terlalu bingung, bingung dan terlalu tenggelam dalam apa yang dicari wanita, terlihat bijaksana pada pria, dan merasa bahwa saya ditakdirkan jika saya tidak bisa bercita-cita untuk ini;"
17571,sadness,Saya terlihat cantik hari ini tanpa merasa-
17572,sadness,Saya terlihat normal bahkan ketika saya merasa tidak enak dan sangat sulit untuk mendengar seseorang berkata oh kamu terlihat sangat baik
17573,sadness,Saya terluka begitu parah sehingga saya merasa seperti akhirnya saya dihukum karena berpikir seperti yang saya lakukan dan merasa sangat gelisah
17574,sadness,Saya terluka oleh komentar ini karena itu membuat saya merasa tidak penting dan seperti dia ingin berkencan dengan banyak wanita
17575,sadness,"Saya terluka, melanjutkan dan menemukan seseorang yang lebih berharga, jadi mengapa ketika saya mengarahkan pikiran saya kembali ke masa-masa itu, apakah itu masih membuat saya merasa malu"
17576,sadness,Saya terpisah dari pria yang saya cintai
17577,sadness,"Saya terserang penyakit, saya merasa seolah-olah saya palsu, orang yang tidak bisa hidup kebenarannya;"
17578,sadness,"Saya tersesat, saya merasakan sakitnya kesepian dan ketidakpuasan;"
17579,sadness,Saya tersipu karena saya merasa bersalah meminta sesuatu yang begitu mahal untuk menjadi duniawi
17580,sadness,Saya tertidur memeluk seseorang tetapi tidak pernah membaca buku dan kami berdua bangun pagi ini merasa agak canggung tentang hal itu
17581,sadness,Saya terus berjalan meskipun merasa sengsara
17582,sadness,Saya terus berlayar di sepanjang jalan tol merasa menyebalkan
17583,sadness,"Saya terus berpikir seperti itu, saya mungkin akan mencuci piring dengan marah dan ketika dia bangun menikah bertengkar tentang hal itu dengan saya merasa benar-benar dilecehkan"
17584,sadness,Saya terus lupa tetapi seharusnya tidak peduli apa yang terjadi saya tidak perlu ragu atau merasa terlalu malu untuk kembali kepada Allah dan bangkit kembali
17585,sadness,Saya terus memiliki perasaan kuat untuk pindah ke sesuatu yang saya tinggali dan saya dihukum karena tidak melangkah keluar ketika saya seharusnya
17586,sadness,Saya terus memposting foto-foto tidur ketika saya merasa lelah seperti sekarang terutama setelah makan siang terjebak di kantor di tengah-tengah hujan AC yang bagus
17587,sadness,"Saya terus mendefinisikan dan menemukan apa arti rumah di sini di Amsterdam setiap kali saya merasakan sakit penyakit kosong, itu lebih sejalan dengan hilangnya pola pikir budaya kehidupan kota Amerika yang jauh berbeda dari pola pikir budaya Amsterdam"
17588,sadness,Saya terus menemukan semua orang yang membuat saya merasa sangat buruk tentang kehidupan
17589,sadness,Saya terus menghentikan persalinan membuat saya merasa tidak enak
17590,sadness,Saya terus merasa bahwa kadang-kadang seseorang hanya perlu memalsukannya sampai mereka berhasil
17591,sadness,Saya terus merasa bahwa saya tidak dicintai tidak diinginkan tidak penting di mata semua orang sama sekali
17592,sadness,Saya terus merasa lesu setiap hari tidak seperti ketika saya hamil dengan anak laki-laki saya sebelumnya
17593,sadness,Saya terus merasa sangat tunduk dan terus terangsang juga
17594,sadness,Saya terus merasa seperti melewatkan sesuatu dan saya harus kembali dan membaca ulang
17595,sadness,"Saya terutama mengalami kesulitan bersosialisasi dengan wanita sekarang sebelum saya pindah dari teman dan keluarga saya, saya sebenarnya lebih suka bersama teman-teman wanita saya daripada dengan teman-teman pria saya hanya karena saya tidak menikmati perasaan seperti saya harus mengimbangi kewanitaan saya dan homoseksualitas yang ditekan"
17596,sadness,Saya terutama merasa seperti ini karena seseorang yang saya pikir adalah teman saya menolak saya dan bergabung dengan klik
17597,sadness,"Saya tetap berpegang pada nilai-nilai saya, saya merasa seperti saya melanggar janji saya"
17598,sadness,Saya tetapi tiba-tiba saya merasa diabaikan dan tidak dicintai dan dilupakan dan saya tahu itu mungkin sebagian besar di kepala saya tetapi bagaimana jika tidak
17599,sadness,"Saya tiba-tiba merasa kehilangan kesempatan di sini, saya bisa bertanya bagaimana malam mereka"
17600,sadness,Saya tidak akan berbohong saya sedikit khawatir dan gugup dan saya merasa tidak memadai untuk pekerjaan itu tetapi sakit hanya melakukan yang terbaik itulah yang Bapa Surgawi inginkan dari saya
17601,sadness,"Saya tidak akan masuk ke Sabtu malam, semua yang akan saya katakan adalah saya sekali lagi pulang, duduk bersama Billy sebentar, lalu pergi tidur dengan perasaan sendirian, terbuang-, tidak dengan cara yang baik dan ditinggalkan"
17602,sadness,Saya tidak akan membuangnya ke laut tetapi saya tidak merasa saya akan melewatkan sesuatu dalam karir saya jika saya tidak memenangkan Oscar
17603,sadness,"Saya tidak akan membuat Anda bosan dengan tanda-tanda psikologis kelelahan di tempat kerja kecuali untuk mengatakan bahwa jika Anda merasa tertekan atau cemas, tidak berdaya atau putus asa, selamat;"
17604,sadness,Saya tidak akan memperbaiki hal-hal dengan ML baik dengan merasa canggung dan frustrasi dan kesal pada beberapa hal yang dia lakukan
17605,sadness,Saya tidak akan mempertimbangkan homeschooling kecuali saya merasa kami telah kehabisan setiap pilihan lain jika saya homeschooling itu akan bersifat sementara dan anak-anak saya akan berpartisipasi dalam kegiatan non homeschooling sebanyak mungkin
17606,sadness,"Saya tidak akan menanggapi, saya tidak mencoba menjebak siapa pun atau membuat Anda merasa terbebani atau terancam karena pendapat Anda"
17607,sadness,"Saya tidak akan mendapatkannya untuknya, saya mencoba dengan jujur saya melakukannya dan dia membuat saya merasa tidak enak, dia membuat saya merasa seperti orang jahat"
17608,sadness,Saya tidak akan menerima cinta-Nya sepenuhnya merasa rusak
17609,sadness,Saya tidak akan mengatakan bahwa harapan itu pupus karena saya benar-benar menikmati film itu tetapi saya pergi dengan perasaan kecewa
17610,sadness,Saya tidak akan menyaksikan penjaga yang berbicara dengan sangat baik membuat anak emo merasa benar-benar tidak diinginkan
17611,sadness,Saya tidak akan merasa begitu buruk jika saya membiarkan rasa sakit itu melewatinya
17612,sadness,Saya tidak akan merasa menyesal
17613,sadness,Saya tidak akan merasa sendirian lagi
17614,sadness,Saya tidak akan merasa sendirian semua orang harus dirajam
17615,sadness,Saya tidak akan merasa tidak enak pada akhirnya saya tidak tahu mengapa saya memilih untuk terus menjadi bahu bagi orang-orang untuk menangis atau satu-satunya orang yang dapat diandalkan yang selalu dapat mereka tuju
17616,sadness,Saya tidak akan merasa tunduk yang memiliki tempatnya tetapi tidak di lingkungan kerja
17617,sadness,Saya tidak akan pernah membuatnya merasa tidak disukai dan seperti dia adalah anak nakal jika dia hanya bertindak sesuai dengan bagaimana saya membesarkannya dan dia bertingkah seperti anak berusia satu tahun
17618,sadness,Saya tidak akan pernah mengerti atau menghargai arti pasangan hidup jika saya tidak merasa kesepian
17619,sadness,Saya tidak akan pernah merasa patah hati lagi
17620,sadness,"Saya tidak akan tahu detailnya, saya hanya punya perasaan di usus saya yang saya abaikan"
17621,sadness,"Saya tidak banyak membicarakannya, tetapi sebagian besar waktu saya dihabiskan di tempat kerja dan di tempat kerja, saya merasa umumnya tidak bahagia, kesepian, frustrasi, dan bahkan sedikit pahit dari peristiwa masa lalu yang tidak akan hilang begitu saja;"
17622,sadness,"Saya tidak begitu sadar akan nyanyian mengerikan saya, saya pikir saya tergoda untuk masuk ke dalam hal ini setiap kali seorang kolega merasa dikalahkan"
17623,sadness,Saya tidak bekerja saya bisa mengatasi tetapi hari-hari seperti hari ini ketika saya saya hanya merasa mengerikan
17624,sadness,Saya tidak benar-benar ingin mati tetapi saya ingin keluar dari rasa sakit yang saya alami dan bahwa saya membiarkan orang lain mengalami dengan memperhatikan saya dan merasa tidak berdaya untuk melakukan sesuatu tentang hal itu
17625,sadness,Saya tidak benar-benar melewatkan tahap bayi baru lahir kolik yang menangis tanpa tidur meskipun saya merasa sedikit sentimental
17626,sadness,Saya tidak benar-benar merasa canggung sama sekali
17627,sadness,Saya tidak benar-benar merasa malu
17628,sadness,"Saya tidak benar-benar tahu apa yang dilakukan upaya bunuh diri selain saya merasa malu, malu, dan bodoh"
17629,sadness,"Saya tidak benar-benar tahu mengapa saya repot-repot mengerjakan pekerjaan rumah saya, tetapi saya merasa bahwa itu akan-"
17630,sadness,Saya tidak berakhir dengan pria populer itu sebelum perasaan yang saya miliki ketika saya ditolak itu seperti putus apa yang saya pikirkan selama waktu itu la
17631,sadness,Saya tidak berharap Anda merasa kasihan pada saya
17632,sadness,Saya tidak berharap repetisi membuat saya benar-benar sakit terutama karena saya sering mengangkat lebih berat untuk lebih banyak repetisi tetapi saya harus mengatakan bahwa saya sudah bisa merasakan otot-otot saya sakit
17633,sadness,"Saya tidak berharap untuk merasa begitu berkecil hati tentang kepergiannya, tetapi saya benar-benar melakukannya"
17634,sadness,Saya tidak bermaksud berperilaku begitu terputus tetapi saya merasa sangat lesu untuk mengucapkan satu kata pun kepada siapa pun
17635,sadness,Saya tidak bermaksud kasar tetapi saya tidak merasa ingin diganggu dengan pikiran sekarang
17636,sadness,"Saya tidak berpikir dia menyentuh penis saya, tetapi saya hanya ingat merasa sangat tidak berdaya dan kepercayaan itu dilanggar"
17637,sadness,"Saya tidak berpikir itu benar dan saya telah mencoba menjelaskan perasaan saya tetapi dia menjawab bahwa jika saya tunduk kepadanya, saya tidak akan mempertanyakan otoritasnya tentang masalah ini"
17638,sadness,Saya tidak berpikir itu yang saya lakukan karena saya merasa itu benar-benar canggung
17639,sadness,Saya tidak berpikir saya bisa merasa lebih bodoh jika saya mencoba
17640,sadness,"Saya tidak berpikir tingkat keinginan saya terlalu berat untuk ditanggung, tetapi saya merasa tidak diinginkan"
17641,sadness,Saya tidak biasa merasa malu berjalan oleh orang-orang di dalamnya di kolam renang
17642,sadness,Saya tidak bisa benar-benar menggambarkan perasaan yang saya miliki kecuali untuk mengatakan bahwa saya sangat terbebani
17643,sadness,Saya tidak bisa bersamanya di Portland dan saya merasa tidak berguna di sini di Strasbourg
17644,sadness,Saya tidak bisa lepas dari perasaan bahwa saya sedang dihukum
17645,sadness,Saya tidak bisa meletakkan jari saya di atasnya namun alasan mengapa saya merasa sangat lesu
17646,sadness,Saya tidak bisa melihat masa depan tanpa rasa sakit dan saya merasa patah hati saya pergi dari menjadi ibu yang sangat bahagia dan aktif melakukan banyak kegiatan di luar ruangan dengan anak-anak saya
17647,sadness,Saya tidak bisa membantu tetapi merasa agak patah hati dengan berita ini
17648,sadness,Saya tidak bisa membantu tetapi merasa bahwa semua orang ini telah melewatkan yang terbaik hari ini
17649,sadness,Saya tidak bisa membantu tetapi merasa entah bagaimana dia dihukum dalam penyelesaian perceraian Heather Mills dia adalah dia memang memiliki rasa dengungan yang baik
17650,sadness,Saya tidak bisa membantu tetapi merasa letih
17651,sadness,Saya tidak bisa membantu tetapi merasa sangat terbebani
17652,sadness,Saya tidak bisa membantu tetapi merasa sangat tidak berdaya
17653,sadness,Saya tidak bisa membantu tetapi merasa sedikit sengsara
17654,sadness,Saya tidak bisa membantu tetapi merasa sedikit terhina
17655,sadness,Saya tidak bisa membantu tetapi merasa terganggu oleh ini
17656,sadness,Saya tidak bisa membantu tetapi merasa tidak berdaya dan kewalahan oleh kesalahan yang saya buat
17657,sadness,Saya tidak bisa membawa diri saya ke blog tentang hal itu segera terutama karena saya merasa benar-benar terhina dan patah hati
17658,sadness,"Saya tidak bisa membayangkan ada pembaca yang merasa lesu, tenang, dan puas setelah membacanya"
17659,sadness,Saya tidak bisa membayangkan penderitaan yang dirasakan orang-orang itu menunggu berita tentang hal-hal sentimental mereka sendiri
17660,sadness,"Saya tidak bisa memberikan semua yang saya inginkan dan saya merasakannya di hati saya yang sakit, telapak tangan saya yang berkeringat dan otak saya yang kurang tidur"
17661,sadness,Saya tidak bisa memperbaiki ini dan mengantisipasi perasaan terhina ketika saya melihat rekan kerja dan teman
17662,sadness,Saya tidak bisa menahan perasaan lelah
17663,sadness,Saya tidak bisa menahan sukacita saya tetapi saat ini saya merasa terganggu
17664,sadness,Saya tidak bisa menahannya karena perasaan saya di sekitar keluarga saya seperti sepasang mata yang membosankan di punggung saya dan hanya mengamati saya sepanjang waktu
17665,sadness,"Saya tidak bisa mengatakan itu membuat saya merasa kurang tertekan, cemas, tetapi bercampur dengan depresi adalah kepastian bahwa saya bisa sampai ke sisi lain jika saya terus meletakkan satu kaki di depan yang lain"
17666,sadness,Saya tidak bisa menggambarkan betapa bahagianya saya merasakan emosional May Sophat seorang pasien berusia setahun dari Kandal mengatakan di ruang pemulihan
17667,sadness,Saya tidak bisa menjadi konselor bagi Anda dengan cara yang saya rasakan jika saya terlalu merusak diri saya sendiri
17668,sadness,Saya tidak bisa menulis ketika saya sangat sakit dan itu berarti lebih dari seminggu merasa busuk yang berarti novel macet
17669,sadness,Saya tidak bisa menyalahkan apa pun atau siapa pun kecuali diri saya sendiri dan saya menghabiskan hari itu dengan perasaan sedih menangis lagi setiap kali saya ingat menyadari itu semua salah saya
17670,sadness,Saya tidak bisa merasakan bibir saya mati rasa dan terbakar
17671,sadness,Saya tidak bisa merasakan bulu mata palsu sama sekali
17672,sadness,Saya tidak bisa merasakan penderitaan orang-orang itu dari tubuh saya
17673,sadness,Saya tidak bisa merasakan sakitnya tetapi saya merasakan sakit pipi saya tidak tahu apakah itu karena lama membuka mulut
17674,sadness,Saya tidak bisa mulai memikirkan bagaimana rasanya morose bahkan tidak mulai menutupinya
17675,sadness,Saya tidak bisa terus menjadi tiang cambuk bagi seseorang yang merasa buruk tentang diri mereka sendiri
17676,sadness,Saya tidak bisa tidak merasa bahwa hidup saya adalah serangkaian kecelakaan yang tidak begitu menyenangkan yang tersandung tentang mencoba melakukan hal yang benar
17677,sadness,"Saya tidak boleh dibiarkan merasa bodoh, tersesat, tidak bahagia dan dengan ketidaksukaan"
17678,sadness,"Saya tidak cocok dan tidak akan pernah, terlepas dari kenyataan jika Anda memberi saya pilihan, saya masih akan memilih untuk menjadi orang luar dan dikombinasikan dengan kurangnya kreativitas dan orisinalitas dan berani saya katakan, kesesuaian total dari tubuh siswa, itu hanya membuat saya merasa tertekan"
17679,sadness,Saya tidak dapat diganggu karena datang dan melakukan adalah waktu berlalu yang menyenangkan diikuti oleh riam perasaan positif kecuali Anda bermasalah secara seksual
17680,sadness,Saya tidak dapat menemukannya di hati saya untuk merasa sedikit kecewa karena telah melewatkannya
17681,sadness,Saya tidak dapat menyangkal bahwa saat ini saya merasa kecewa dengan Avon
17682,sadness,"Saya tidak dapat menyimpulkan orang seperti apa yang saya anggap sebagai diri saya sendiri, saya dapat mengatakan merasa bersalah dan tidak pasti membantu saya menyadari beberapa kekurangan saya, jadi mudah-mudahan saya dapat bergerak maju dalam hidup saya untuk memikirkan situasi dan kata-kata saya lebih teliti sebelum bertindak"
17683,sadness,Saya tidak dapat mulai mengungkapkan perasaan visi romantis yang ditakdirkan ini menggerakkan dalam diri saya benih-benih yang tumbuh sepanjang hidup
17684,sadness,Saya tidak ingat pernah benar-benar mengasihani diri sendiri atau bermain sebagai korban dan jika saya melakukannya berumur pendek dan saya akan bergerak maju
17685,sadness,Saya tidak ingin berbicara dengan siapa pun karena itu adalah kesalahan bodoh dan saya sudah merasa sangat sedih sehingga saya tidak berpikir saya bisa mengambil seseorang yang memberi saya salah satu dari mereka yang Anda serius
17686,sadness,Saya tidak ingin bergantung pada seorang pria untuk membayar tagihan saya tetapi pada saat yang sama saya adalah roh bebas dan saya merasa seperti saya dihukum karena menjadi roh bebas
17687,sadness,Saya tidak ingin berjalan melewati sana kalau-kalau pelanggan merasa terganggu
17688,sadness,"Saya tidak ingin dia mengemis di kaki saya, tetapi bagaimana kabarmu Courtney atau bagaimana proyek barumu datang, Courtney akan memberi saya beberapa penegasan bahwa saya tidak merasa seperti siput yang patuh"
17689,sadness,Saya tidak ingin dia merasa jelek
17690,sadness,Saya tidak ingin dia merasa tidak dihargai atau tidak dicintai
17691,sadness,Saya tidak ingin dia merasa tidak diinginkan di rumah ini
17692,sadness,Saya tidak ingin hari Senin lain di mana saya harus merasa dikalahkan dan tahu saya harus mulai diet lagi karena saya meniupnya
17693,sadness,Saya tidak ingin melakukan terlalu banyak dan kemudian membiarkannya merasa canggung di kali
17694,sadness,Saya tidak ingin menciptakan agama lain yang akan menyebabkan masalah bagi jiwa-jiwa banyak orang yang bermasalah
17695,sadness,Saya tidak ingin menyebutkan sore itu karena saya adalah orang yang sangat teliti yang benci ingin membuat Anda merasa tidak berhasil
17696,sadness,"Saya tidak ingin merasa bodoh, konyol, malu, dan sadar diri;"
17697,sadness,"Saya tidak ingin merasa hancur, putus asa, tidak berdaya dan sedih sepanjang sisa hidup saya;"
17698,sadness,Saya tidak ingin merasa menyesal karena saya tidak menghentikan Anda dari merokok sebelum begitu banyak kerusakan terjadi
17699,sadness,Saya tidak ingin merasa pasrah dengan kehidupan khas Amerika dan saya tahu banyak orang lain juga tidak senang dengan itu
17700,sadness,Saya tidak ingin merasa putus asa melihat keuntungan
17701,sadness,Saya tidak ingin merasa terhina dan mulai menyesali keputusan saya untuk tinggal
17702,sadness,Saya tidak ingin merasakan apa pun yang saya ingin mati rasa
17703,sadness,Saya tidak ingin pergi semua episode yang sangat istimewa dari Blossom On You tapi saya merasa sedikit melankolis tentang episode terakhir Rock
17704,sadness,Saya tidak ingin terdengar sombong atau penuh dengan diri saya sendiri tetapi alhamdulillah sejauh ini saya tidak merasa terganggu dengan menyusui bahkan setelah saya mulai bekerja
17705,sadness,"Saya tidak ingin tinggal dalam perasaan kesepian ini, kekosongan doa-doa saya, permintaan kosong kepada dewa kertas;"
17706,sadness,Saya tidak keberatan melakukannya karena kantor TI sedang dalam perjalanan pulang tetapi saya merasa sedih karena tidak ada satu pun teman saya yang menawarkan untuk menemani saya
17707,sadness,Saya tidak lagi merasa dirugikan oleh etnis saya dan fakta bahwa mayoritas pria gay rasis dan tidak ingin berkencan dengan orang Asia
17708,sadness,Saya tidak lagi merasa seperti gadis gemuk sedih yang menyedihkan yang tidak bisa makan nachos setiap hari
17709,sadness,Saya tidak makan banyak roti karena saya menemukan karbohidrat membuat saya merasa pusing dan memperluas lingkar pinggang saya lebih cepat daripada yang bisa Anda katakan mengapa celana jins saya tidak pas
17710,sadness,"Saya tidak marah padanya, saya marah pada J karena membuat saya merasa tidak penting"
17711,sadness,Saya tidak melihat atau merasa perlu untuk menanggapi pertanyaan menggelikan Anda mengenai apa pun
17712,sadness,Saya tidak melihat bagaimana saya masuk tentara dan mungkin pergi ke Vietnam akan mencapai apa pun kecuali perasaan bahwa saya telah menghukum diri sendiri dan mendapatkan apa yang pantas saya dapatkan
17713,sadness,"Saya tidak melihat selama dua tahun menghabiskan hari yang dipenuhi matahari di Aussie Open diikuti oleh pangsit di Chinatown dan limun di taman bir yang rindang, merasa seperti saya telah melangkah mundur ke masa lalu di Labour in Vain di Brunswick Street, menghadiri barbekyu halaman belakang dan mengunjungi Edinburgh Gardens untuk Hari Australia;"
17714,sadness,"Saya tidak membantah bahwa teori ini memiliki beberapa aplikasi, saya hanya merasa bahwa itu terlalu sering diuniversalkan dan terutama disalahgunakan dalam budaya yang terbiasa mengendalikan keadaan dan menghasilkan hasil yang diinginkan hmmm, budaya apa yang bisa saya maksudkan"
17715,sadness,Saya tidak memberikan bunga sepanjang waktu karena saya merasa itu membuat saya menjadi wuss dan membutuhkan
17716,sadness,Saya tidak membiarkan berenang membuat saya merasa dikalahkan
17717,sadness,Saya tidak membiarkan diri saya merasakan kedalaman emosional kesedihan saya
17718,sadness,Saya tidak membuat mereka merasa cukup tunduk dan saya bertanya-tanya apakah saya aneh atau apakah mereka
17719,sadness,"Saya tidak membutuhkan rasa persetujuan sosial yang saya dambakan saat ini, saya bahkan tidak merasakan rasa bersalah yang menyakitkan yang begitu sering membuat saya sakit kepala"
17720,sadness,"Saya tidak memiliki banyak seni online yang saya rasa mewakili keahlian saya dengan benar, skenario yang tidak menguntungkan yang saya tahu"
17721,sadness,Saya tidak memiliki ikatan untuk membuat saya merasa tidak bahagia meninggalkan rumah kecuali saya akan sangat merindukan Jsaya Foster
17722,sadness,Saya tidak memiliki perasaan tidak puas
17723,sadness,Saya tidak menanggapi karena saya merasa bahwa beberapa hari saya tidak bisa hanya memasang senyum palsu dan berpura-pura seperti hidup itu hebat dan tidak membiarkan negativitas merayap masuk
17724,sadness,Saya tidak menangis tetapi sesuatu di dalam merasa sangat hancur
17725,sadness,Saya tidak menantikan untuk dipukuli hingga merasa seperti kekecewaan bagi suami saya atau rasa sakit emosional
17726,sadness,"Saya tidak menganggap enteng itu, saya tahu bahwa kata-kata kasar dapat membuat beberapa orang merasa benar-benar hancur"
17727,sadness,"Saya tidak mengenal siapa pun, tetapi mengapa saya merasa tidak berdaya, bingung, marah, lelah"
17728,sadness,Saya tidak mengerti mengapa saya merasa begitu kosong dan hampa jauh di dalam diri saya
17729,sadness,Saya tidak menggunakan tepung serbaguna karena saya merasa bersalah karena tidak sarapan sehat
17730,sadness,Saya tidak mengharapkan Anda untuk mengerti dan jika Anda memilikinya saya merasa tidak enak untuk Anda
17731,sadness,Saya tidak menulis ini untuk orang-orang untuk menjadi seperti oh saya merasa tidak enak untuk Anda tidak karena saya tidak ingin mereka melakukan itu dan tidak mengharapkan mereka melakukan itu
17732,sadness,"Saya tidak menyadari sudut pandangnya sebagai orang Eropa kulit putih yang telah melakukan perjalanan ini sebagai pemenuhan impian masa kecil, tetapi mungkin karena kesadaran ini saya dapat merasakan pengalaman Marlowe yang tragis tentang keserakahan dan keserakahan umat manusia yang kejam"
17733,sadness,Saya tidak menyerah tetapi saya merasa putus asa
17734,sadness,Saya tidak merasa ada orang yang benar-benar membenci saya atau tidak ada yang baru dan saya berhasil tidak memikirkan mereka yang melakukannya
17735,sadness,Saya tidak merasa ada sesuatu yang saya lewatkan dan saya menarik kembali semua hal yang saya katakan untuk membuat Anda merasa seperti itu dan saya hanya berharap bahwa saya tidak merasa ada sesuatu yang saya lewatkan dan saya mengambil kembali semua hal yang saya katakan kepada Anda
17736,sadness,Saya tidak merasa bahwa saya sedang dihukum karena dosa tersembunyi dalam hidup saya
17737,sadness,Saya tidak merasa begitu bodoh saat itu tetapi masih sedikit bodoh dibandingkan dengan tabib asli Afrika yang telah menggunakan ini selama lebih dari satu abad
17738,sadness,Saya tidak merasa begitu lelah sepanjang waktu
17739,sadness,Saya tidak merasa begitu malu sehingga saya menghabiskan banyak waktu dan energi berharga untuk memikirkan Anda ini
17740,sadness,Saya tidak merasa berkecil hati
17741,sadness,Saya tidak merasa bodoh lagi
17742,sadness,Saya tidak merasa buruk tentang hal itu
17743,sadness,Saya tidak merasa buruk tentang memperlambat mereka
17744,sadness,Saya tidak merasa cukup buruk untuk menelepon mereka karena saya lelah
17745,sadness,Saya tidak merasa dirugikan atau cemburu tanpa hal-hal ini saya merasa diberdayakan sebagai gantinya
17746,sadness,Saya tidak merasa dirugikan karena saya percaya bahwa selama ada kemanusiaan dalam mata pelajaran ada potensi untuk komunikasi dan berbagi ide dan potensi untuk menemukan kesamaan dalam bahasa
17747,sadness,Saya tidak merasa ditolak atau ditinggalkan yang berbicara banyak tentang perluasan harga diri saya
17748,sadness,Saya tidak merasa ditolak lagi karena saya memutuskan apa nilai saya
17749,sadness,Saya tidak merasa ditolak meskipun saya akui bahwa saya dulu
17750,sadness,Saya tidak merasa hancur
17751,sadness,Saya tidak merasa ingin melakukan banyak hal Chris dan saya kebanyakan hanya mengambil terlalu banyak gambar hal-hal yang tidak penting
17752,sadness,Saya tidak merasa ingin menderita melalui malam tanpa tidur terutama dengan alergi amp demam amp saya yang mengerikan
17753,sadness,Saya tidak merasa ingin pergi berbelanja setelah itu saya grogi dan merasa seperti boneka babi
17754,sadness,Saya tidak merasa jelek
17755,sadness,"Saya tidak merasa jika saya mengalami hari yang menyebalkan, saya biasanya tidak akan langsung keluar dan mengatakan bahwa saya mengalami hari yang menyebalkan"
17756,sadness,Saya tidak merasa melankolis seperti tempo hari
17757,sadness,Saya tidak merasa melewatkan apa pun sama sekali
17758,sadness,Saya tidak merasa melewatkan sedikit pun
17759,sadness,Saya tidak merasa menjadi korban
17760,sadness,Saya tidak merasa menyebalkan tentang kehidupan lagi
17761,sadness,Saya tidak merasa menyesal dan meminta pengampunan ketika saya tahu saya melakukan sesuatu yang salah
17762,sadness,Saya tidak merasa menyesal melakukan hal ini ternyata tidak berhasil dan menjadi proses pembelajaran bagi saya dalam pengembangan blog ini
17763,sadness,Saya tidak merasa murung
17764,sadness,Saya tidak merasa murung tentang hal itu meskipun kehilangan pertunjukan jurnalisme saya Maret lalu
17765,sadness,Saya tidak merasa perlu untuk memotret setiap kuil atau dengan panik berebut melalui situs dalam upaya-untuk melihat semuanya atau dengan cermat mencatat setiap makanan yang dimakan selama sepuluh hari
17766,sadness,Saya tidak merasa putus asa atau tertekan
17767,sadness,Saya tidak merasa putus asa atau tertekan meskipun selalu ada tantangan untuk memastikannya
17768,sadness,Saya tidak merasa sangat rusak oleh itu
17769,sadness,"Saya tidak merasa saya rusak, saya dapat membicarakannya membantu tetapi saya merasa saya adalah orang yang kuat dan saya tidak menggunakannya sebagai kambing hitam untuk hal yang terjadi"
